date,peak_temp,avg_dewpoint,avg_humidity,avg_wind,max_gust,avg_visibility
2006-01-01,43.0,30.338461538461537,74.95153846153846,4.115384615384615,,9.5
2006-01-02,46.0,34.11851851851852,73.59333333333333,6.37037037037037,,7.518518518518518
2006-01-03,41.0,33.80285714285714,85.01714285714286,17.34285714285714,32.0,6.428571428571429
2006-01-04,39.0,25.46,69.9788,7.88,,9.8
2006-01-05,50.0,35.04117647058824,76.39647058823529,7.205882352941177,19.0,6.985294117647059
2006-01-06,43.0,25.72,61.1412,10.76,24.0,10.0
2006-01-07,35.0,13.958333333333334,48.96958333333333,9.958333333333334,23.0,10.0
2006-01-08,46.0,25.791666666666668,55.66,6.541666666666667,,9.833333333333334
2006-01-09,60.0,35.958333333333336,59.80291666666667,8.958333333333334,18.0,9.833333333333334
2006-01-10,49.0,29.333333333333332,55.34916666666667,6.333333333333333,20.0,10.0
2006-01-11,54.0,41.48095238095238,86.21499999999999,5.880952380952381,23.0,4.312380952380953
2006-01-12,57.0,35.583333333333336,54.446666666666665,8.625,18.0,10.0
2006-01-13,53.0,42.90256410256411,89.4928205128205,5.435897435897436,,2.967948717948718
2006-01-14,56.0,48.790909090909096,90.11977272727273,13.795454545454545,36.0,5.380681818181818
2006-01-15,34.0,12.860000000000001,58.81433333333334,19.766666666666666,40.0,6.883333333333334
2006-01-16,33.0,5.295833333333333,43.34791666666666,10.416666666666666,19.0,10.0
2006-01-17,44.0,20.958333333333332,57.24333333333333,7.5,17.0,9.791666666666666
2006-01-18,60.8,42.86857142857143,75.24314285714286,20.685714285714287,45.0,7.428571428571429
2006-01-19,47.0,21.75,46.40041666666667,10.583333333333334,23.0,10.0
2006-01-20,61.0,32.0,49.21625,7.958333333333333,,10.0
2006-01-21,64.0,33.135999999999996,55.355199999999996,13.8,45.0,10.0
2006-01-22,42.0,16.666666666666668,41.75625,6.916666666666667,21.0,10.0
2006-01-23,44.0,35.096774193548384,84.74935483870968,8.096774193548388,,7.451612903225806
2006-01-24,45.0,26.912499999999998,58.13666666666666,6.041666666666667,,10.0
2006-01-25,43.0,27.048000000000002,60.257600000000004,14.96,28.0,10.0
2006-01-26,36.0,16.208333333333332,51.94541666666667,17.625,33.0,10.0
2006-01-27,43.0,10.875,40.330416666666665,9.083333333333334,20.0,10.0
